site_id,year,month,region,co2_ppm,enso,temp_c,rainfall_mm,human_disturbance,ndvi,landcover,species_presence
17,2351,6,Mediterranean,464.82,1.098,19.32,116.8,0.267,0.274,Grassland,1
140,2495,1,Tropical,498.45,-0.116,18.33,144.37,0.324,0.331,Forest,1
100,2708,5,Savanna,548.21,-0.716,20.63,116.78,0.316,0.199,Grassland,0
28,2535,9,Savanna,507.37,0.633,20.15,67.78,0.003,0.035,Forest,1
26,2568,11,Boreal,516.98,-0.91,18.88,87.08,0.101,0.042,Forest,1
130,2344,3,Boreal,462.82,-0.985,16.96,127.43,0.255,0.272,Forest,1
1,2650,2,Mediterranean,534.54,-0.195,19.36,122.35,0.366,0.126,Grassland,0
153,2646,2,Tropical,535.07,1.02,22.66,133.88,0.076,0.42,Urban,0
121,2393,6,Savanna,474.41,-1.156,16.76,84.38,0.25,0.31,Urban,0
50,2137,7,Savanna,414.4,-0.114,15.66,115.19,0.149,0.396,Grassland,0
140,2345,1,Tropical,464.76,-0.15,17.61,101.03,0.392,0.357,Urban,0
17,2134,10,Mediterranean,414.43,-0.337,15.66,100.89,0.284,0.103,Grassland,0
29,2169,2,Savanna,420.2,-1.119,14.69,118.96,0.363,0.325,Forest,1
117,2709,10,Boreal,553.39,-0.346,19.91,73.52,0.127,-0.031,Forest,0
175,2381,4,Temperate,471.52,0.874,17.67,120.37,0.113,0.464,Urban,0
192,2332,9,Savanna,459.54,-0.411,18.41,93.27,0.525,0.0,Grassland,0
176,2614,9,Boreal,527.49,-0.678,20.31,78.57,0.209,0.022,Grassland,0
149,2512,6,Savanna,502.86,-0.11,20.18,92.82,0.242,0.211,Grassland,0
108,2409,1,Boreal,478.27,-1.151,18.7,114.83,0.251,0.12,Forest,0
26,2418,11,Boreal,481.58,-1.244,16.32,92.9,0.197,0.114,Forest,1
60,2688,5,Temperate,543.54,-1.048,20.44,84.18,0.488,0.098,Forest,1
131,2394,4,Mediterranean,475.41,-0.654,17.33,126.01,0.335,0.375,Grassland,0
148,2629,1,Temperate,531.32,-1.082,18.47,109.03,0.642,-0.001,Grassland,0
134,2677,11,Boreal,542.77,-0.478,19.11,59.9,0.216,-0.061,Forest,0
6,2133,11,Boreal,411.74,-0.623,12.77,99.2,0.133,0.24,Forest,0
173,2397,10,Savanna,474.11,0.104,18.52,53.74,0.006,0.048,Forest,1
109,2675,10,Boreal,542.83,0.635,22.08,73.15,0.397,-0.1,Forest,1
151,2579,4,Tropical,519.05,-0.998,18.0,110.18,0.55,0.299,Urban,0
4,2500,5,Mediterranean,501.15,0.362,19.09,98.64,0.16,0.302,Grassland,1
128,2644,1,Mediterranean,534.3,-1.199,19.76,106.07,0.382,0.062,Urban,0
141,2295,2,Mediterranean,450.54,0.241,17.74,129.41,0.078,0.381,Forest,1
188,2032,5,Tropical,390.33,0.41,13.7,91.26,0.118,0.583,Forest,1
194,2149,7,Savanna,414.83,-0.517,16.67,84.65,0.325,0.282,Grassland,0
131,2727,8,Mediterranean,554.54,-0.234,21.41,67.13,0.214,-0.057,Urban,0
119,2409,12,Temperate,477.63,-0.082,17.64,110.89,0.096,,Urban,1
137,2461,6,Temperate,490.11,0.619,18.17,136.9,0.207,0.334,Urban,0
72,2322,9,Mediterranean,457.03,-0.143,17.92,74.36,0.299,0.057,Grassland,0
68,2739,1,Savanna,556.78,-0.587,20.63,122.21,0.249,0.049,Forest,1
54,2187,11,Boreal,425.82,-0.21,15.7,92.82,0.191,0.129,Forest,1
12,2284,5,Mediterranean,448.45,-0.897,16.01,126.29,0.204,0.401,Grassland,0
59,2454,12,Temperate,490.77,-0.494,17.07,95.53,0.117,0.171,Grassland,1
155,2412,12,Tropical,478.85,-0.359,17.17,74.95,0.068,0.407,Forest,1
196,2616,5,Boreal,529.46,1.12,18.65,85.37,0.318,0.108,Forest,0
14,2451,3,Savanna,489.04,1.066,18.82,112.17,0.248,0.329,Grassland,1
199,2616,8,Savanna,529.95,1.01,19.27,62.01,0.123,0.047,Forest,0
14,2617,11,Savanna,527.13,-0.368,19.39,97.63,0.323,-0.099,Forest,0
100,2758,5,Savanna,561.62,-1.217,20.73,120.71,0.235,0.213,Forest,1
51,2404,4,Savanna,477.25,-0.738,17.46,121.47,0.136,0.481,Grassland,0
25,2168,10,Boreal,420.92,-0.977,14.59,107.58,0.47,0.159,Forest,1
15,2217,12,Temperate,433.94,-0.557,14.75,108.44,0.357,0.168,Grassland,1
188,2615,9,Tropical,527.1,0.737,20.42,72.04,0.239,0.266,Forest,0
126,2243,11,Mediterranean,438.62,-1.271,16.14,91.11,0.14,0.06,Forest,1
121,2093,6,Savanna,402.58,-0.923,15.46,84.25,0.308,0.382,Forest,1
110,2242,7,Tropical,438.61,0.153,16.27,97.45,0.363,0.365,Forest,1
146,2678,11,Savanna,544.09,-0.82,18.75,122.21,0.246,-0.021,Grassland,0
183,2615,4,Temperate,527.18,0.505,20.78,146.42,0.198,0.295,Forest,1
82,2290,3,Mediterranean,448.83,0.07,16.78,139.53,0.297,0.416,Grassland,0
195,2066,4,Boreal,395.28,0.693,15.08,-116.76,0.401,0.253,Forest,1
175,2131,4,Temperate,411.33,0.865,15.06,106.72,0.21,0.513,Grassland,0
176,2514,9,Boreal,503.79,-0.689,18.67,72.27,0.11,0.053,Forest,0
66,2522,3,Temperate,503.25,0.512,18.65,123.09,0.344,0.253,Forest,0
58,2204,11,Savanna,429.86,-0.504,16.19,87.9,0.315,0.137,Grassland,1
112,2276,1,Mediterranean,445.72,0.956,16.45,103.45,0.175,0.279,Grassland,1
53,2104,6,Mediterranean,404.96,-0.86,15.32,92.08,0.216,0.349,Grassland,1
34,2569,7,Boreal,518.06,-0.524,19.26,77.41,0.229,0.025,Forest,1
194,2732,11,Savanna,555.79,-0.573,21.36,83.89,0.299,-0.1,Grassland,0
37,2319,10,Mediterranean,455.84,-0.198,15.23,101.13,0.092,0.178,Forest,1
198,2366,7,Mediterranean,468.38,0.762,18.69,81.88,0.205,0.214,Forest,1
195,2299,8,Boreal,452.68,-0.309,16.45,58.55,0.428,0.023,Forest,0
21,2551,10,Mediterranean,513.47,0.765,20.08,95.74,0.383,-0.1,Forest,0
182,2698,7,Tropical,545.49,-1.111,19.18,78.82,0.238,0.24,Forest,1
124,2177,1,Tropical,421.82,0.966,16.31,109.26,0.019,0.536,Forest,1
38,2269,11,Tropical,444.43,-0.205,17.5,71.02,0.204,0.369,Grassland,0
3,2450,4,Mediterranean,487.38,0.416,18.88,132.66,0.285,0.26,Forest,1
198,2499,11,Mediterranean,500.15,-0.328,18.93,78.38,0.235,-0.02,Urban,0
138,2494,11,Temperate,499.74,0.053,18.51,110.02,0.264,0.089,Urban,0
45,2170,6,Tropical,419.34,0.31,15.72,110.38,0.08,0.576,Urban,0
178,2131,7,Mediterranean,410.42,0.972,14.99,100.68,0.555,0.213,Grassland,0
14,2001,3,Savanna,380.14,0.916,14.39,113.78,0.292,0.462,Grassland,0
73,2222,10,Temperate,432.42,-0.076,16.48,88.73,0.274,0.153,Forest,1
16,2584,9,Savanna,521.23,-0.779,19.21,104.66,0.355,-0.1,Grassland,0
120,2726,9,Temperate,553.76,0.767,22.19,79.11,0.205,0.023,Forest,0
49,2737,6,Savanna,557.21,-0.165,21.94,115.48,0.066,0.278,Grassland,0
12,2401,1,Mediterranean,477.3,0.905,18.63,106.94,0.184,0.255,Forest,1
84,2090,5,Tropical,401.11,0.576,15.42,88.42,0.278,0.536,Forest,1
183,2415,4,Temperate,480.45,0.198,17.77,129.0,0.209,0.354,Grassland,0
155,2596,4,Tropical,523.83,1.006,22.18,105.43,0.065,0.395,Forest,1
84,2240,5,Tropical,437.81,0.005,16.68,105.34,0.271,0.506,Forest,1
133,2027,10,Mediterranean,385.29,-0.244,14.45,100.88,0.5,0.115,Urban,0
4,2600,5,Mediterranean,525.75,0.426,20.94,118.58,0.17,0.286,Grassland,0
167,2363,12,Boreal,468.62,-1.197,17.69,89.27,0.0,0.151,Urban,0
79,2256,8,Savanna,441.29,1.026,17.41,94.17,0.077,0.195,Forest,1
3,2600,4,Mediterranean,524.61,0.205,19.98,115.03,0.308,0.161,Forest,1
109,2825,10,Boreal,578.2,0.756,22.87,71.59,0.422,-0.1,Grassland,0
64,2738,9,Temperate,558.12,-1.084,19.46,76.91,0.393,-0.1,Forest,1
63,2021,12,Temperate,384.38,0.451,14.47,100.84,0.592,0.274,Urban,0
137,2361,6,Temperate,465.95,0.976,16.73,112.53,0.226,0.306,Urban,1
95,2741,4,Boreal,558.12,0.887,20.59,138.14,0.259,0.111,Forest,1
47,2703,12,Mediterranean,548.89,-1.014,18.76,101.95,0.27,0.033,Grassland,0
103,2491,12,Temperate,498.78,1.032,18.83,98.57,0.459,0.074,Urban,0
98,2124,11,Temperate,411.59,-0.225,15.31,96.45,0.216,0.294,Grassland,0
190,2349,3,Temperate,464.45,-0.894,16.71,110.8,0.488,0.25,Urban,0
85,2623,10,Tropical,529.78,-0.811,19.54,45.86,0.248,0.221,Forest,1
43,2803,8,Temperate,572.09,-1.226,22.15,82.24,0.195,0.002,Forest,0
110,2692,7,Tropical,545.14,-0.431,20.32,90.32,0.413,0.225,Forest,1
190,2632,7,Temperate,532.53,-0.331,19.34,96.75,0.579,-0.007,Forest,0
100,2041,9,Savanna,389.12,1.11,14.9,120.25,0.307,0.182,Grassland,0
155,2762,12,Tropical,562.76,-0.538,20.79,84.5,0.146,0.244,Forest,1
14,2784,7,Savanna,568.5,-0.559,20.99,87.28,0.291,-0.013,Urban,0
95,2257,12,Boreal,441.6,-0.6,15.59,107.42,0.198,0.13,Forest,0
31,2385,12,Savanna,472.21,0.84,17.72,68.04,0.267,0.041,Forest,1
167,2030,8,Boreal,387.41,0.937,15.6,76.16,0.01,0.339,Forest,1
58,2338,3,Savanna,461.09,-0.741,17.58,109.52,0.178,0.419,Forest,1
174,2681,3,Savanna,543.04,1.025,21.65,121.95,0.282,0.211,Grassland,0
30,2385,11,Boreal,470.39,0.779,18.71,104.43,0.085,0.092,Forest,1
70,2505,11,Tropical,501.12,0.421,19.43,83.54,0.425,0.228,Forest,1
64,2222,1,Temperate,433.24,0.597,17.03,105.84,0.394,0.215,Forest,1
26,2085,7,Boreal,400.82,0.834,14.17,69.39,0.068,0.275,Forest,1
108,2492,5,Boreal,497.86,-0.232,19.16,111.85,0.316,0.139,Grassland,0
50,2420,11,Savanna,481.21,0.899,19.08,111.09,0.178,0.104,Urban,0
128,2527,5,Mediterranean,507.2,0.358,18.86,117.1,0.258,0.321,Grassland,0
133,2811,2,Mediterranean,576.67,0.814,21.85,-128.43,0.479,-0.043,Forest,0
91,2140,12,Tropical,414.59,0.925,15.15,82.4,0.128,0.454,Forest,1
73,2056,2,Temperate,394.83,1.206,14.74,123.9,0.294,0.421,Forest,1
172,2464,5,Temperate,491.94,-0.679,17.68,88.12,0.299,0.249,Forest,1
166,2480,7,Savanna,495.5,0.869,18.49,90.28,0.222,0.152,Urban,0
156,2429,9,Savanna,482.33,-0.392,18.82,91.89,0.378,-0.041,Grassland,0
133,2061,2,Mediterranean,395.59,1.476,15.81,86.13,0.505,0.291,Grassland,1
126,2293,11,Mediterranean,451.99,-0.963,16.76,77.86,0.127,0.068,Urban,0
168,2047,5,Tropical,390.59,0.228,14.67,123.3,0.113,0.63,Urban,0
187,2765,8,Tropical,563.77,1.09,23.56,77.58,0.203,0.302,Forest,0
122,2243,7,Mediterranean,437.73,-1.16,14.73,91.44,0.163,0.269,Urban,0
111,2659,4,Boreal,537.57,-0.868,20.64,109.5,0.233,0.171,Forest,1
158,2129,11,Tropical,410.64,-0.41,13.62,87.7,0.402,0.431,Urban,1
101,2008,6,Tropical,381.56,-0.779,14.38,118.81,0.437,0.558,Forest,1
7,2250,8,Boreal,439.83,1.039,17.1,76.84,0.093,0.126,Forest,1
1,2600,2,Mediterranean,523.06,-0.226,20.47,144.63,0.262,0.196,Forest,0
103,2025,4,Temperate,385.79,0.098,15.08,135.91,0.476,0.502,Forest,0
76,2006,5,Tropical,379.2,1.041,16.02,110.31,0.244,0.588,Forest,1
154,2562,11,Boreal,514.31,-0.079,19.0,101.55,0.169,0.041,Forest,1
29,2719,2,Savanna,551.23,-1.004,20.51,-126.0,0.322,0.121,Forest,1
8,2100,9,Boreal,403.36,0.755,15.97,92.24,0.25,0.161,Forest,1
142,2645,3,Savanna,533.5,0.282,20.81,135.44,0.162,0.348,Grassland,0
14,2684,7,Savanna,544.21,-0.533,19.73,83.99,0.338,0.026,Forest,0
144,2745,5,Savanna,560.2,0.641,22.13,113.89,0.182,0.348,Grassland,0
13,2701,2,Temperate,547.67,0.816,21.99,129.94,0.482,0.09,Forest,0
175,2147,12,Temperate,413.69,-0.161,15.77,-110.27,0.27,0.289,Urban,0
73,2289,6,Temperate,448.72,-0.672,16.65,75.63,0.402,0.257,Grassland,0
83,2040,4,Mediterranean,388.73,0.218,14.38,118.83,0.394,0.392,Grassland,0
189,2182,6,Boreal,424.92,-0.115,15.39,139.03,0.228,0.33,Forest,1
146,2028,11,Savanna,385.55,-1.302,14.22,82.5,0.327,0.112,Grassland,0
81,2456,10,Tropical,489.24,0.995,19.24,50.48,0.06,0.326,Forest,1
161,2696,10,Tropical,548.99,0.683,20.54,87.44,0.096,0.287,Forest,1
72,2122,9,Mediterranean,409.93,-0.338,14.37,77.04,0.123,0.18,Forest,1
100,2425,1,Savanna,9999.0,-0.323,17.98,119.6,0.274,0.251,Grassland,0
165,2563,10,Temperate,515.23,-0.991,19.85,66.27,0.401,-0.076,Grassland,0
106,2725,7,Boreal,552.82,0.933,22.01,84.0,0.482,-0.1,Forest,0
129,2410,10,Mediterranean,478.77,0.785,18.02,63.9,0.678,-0.1,Grassland,0
129,2527,6,Mediterranean,508.38,-0.03,19.59,98.21,0.68,0.051,Forest,1
9,2217,6,Mediterranean,432.36,0.241,16.85,98.06,0.017,0.418,Forest,1
3,2000,4,Mediterranean,380.6,0.408,13.82,104.93,0.247,0.495,Urban,0
13,2184,6,Temperate,425.27,-0.667,16.24,99.45,0.458,0.335,Forest,1
27,2402,4,Temperate,476.42,0.296,18.11,134.85,0.232,0.469,Grassland,1
56,2071,5,Savanna,398.01,1.353,16.04,118.2,0.213,0.534,Forest,1
177,2581,6,Tropical,519.65,0.799,20.64,74.87,0.411,0.209,Forest,0
85,2490,6,Tropical,496.64,0.413,19.97,91.41,0.249,0.358,Forest,1
24,2052,1,Tropical,391.92,0.887,16.63,103.81,0.526,0.487,Forest,1
90,2024,3,Boreal,386.12,-1.064,13.88,108.91,0.502,0.307,Forest,0
18,2168,3,Tropical,419.22,-0.587,15.27,128.65,0.548,0.478,Grassland,0
68,2055,9,Savanna,392.49,0.851,16.36,72.77,0.233,0.156,Urban,0
121,2743,6,Savanna,559.27,-0.949,21.22,97.77,0.214,0.256,Forest,1
64,2688,9,Temperate,546.0,-0.788,21.93,64.13,0.402,-0.055,Urban,0
96,2808,1,Mediterranean,572.8,-0.787,21.44,89.73,0.133,0.087,Forest,1
31,2135,12,Savanna,414.87,0.991,15.56,102.7,0.379,0.122,Urban,0
170,2430,11,Tropical,483.48,0.924,19.5,76.3,0.674,0.133,Urban,0
5,2600,6,Temperate,524.87,0.161,19.95,120.41,0.21,0.261,Forest,1
122,2210,3,Mediterranean,430.79,0.227,16.48,115.63,0.083,0.44,Forest,1
15,2184,8,Temperate,425.65,-0.513,16.18,103.38,0.303,0.283,Forest,1
168,2580,9,Tropical,519.53,0.643,20.5,71.3,0.167,0.268,Forest,1
96,2541,5,Mediterranean,510.82,1.174,21.08,126.96,0.047,0.332,Grassland,0
13,2517,10,Temperate,504.11,-0.594,18.37,84.81,0.367,-0.077,Urban,0
32,2586,1,Savanna,521.03,0.897,18.9,128.85,0.012,0.267,Grassland,0
20,2618,5,Temperate,529.24,-0.893,18.98,93.19,0.215,0.238,Grassland,0
107,2092,4,Savanna,402.57,0.603,14.49,119.76,0.46,0.476,Forest,1
50,2037,7,Savanna,390.71,0.077,13.78,84.23,0.172,0.349,Grassland,1
89,2524,2,Boreal,505.68,-0.681,18.39,138.65,0.536,0.037,Forest,1
166,2830,7,Savanna,579.65,-0.049,21.84,114.27,0.24,0.061,Grassland,0
135,2011,4,Boreal,381.88,1.023,16.32,106.22,0.092,0.404,Forest,1
185,2148,10,Savanna,416.45,-1.214,14.2,86.51,0.217,0.102,Grassland,0
4,2283,9,Mediterranean,447.52,-1.276,17.3,66.11,0.111,0.088,Forest,1
106,2242,3,Boreal,438.2,0.622,17.02,89.72,0.436,0.177,Grassland,0
104,2692,1,Tropical,546.6,0.571,20.17,133.85,0.469,0.211,Grassland,0
92,2624,5,Boreal,9999.0,-0.799,18.82,117.55,0.179,0.18,Forest,1
100,2508,5,Savanna,500.3,-1.035,18.85,117.04,0.259,0.324,Urban,0
104,2375,5,Tropical,470.34,0.588,18.72,109.34,0.356,0.413,Forest,1
53,2421,2,Mediterranean,480.87,1.216,18.16,133.63,0.154,0.262,Grassland,0
5,2433,10,Temperate,484.55,-1.042,18.28,81.21,0.172,0.117,Forest,1
80,2340,1,Mediterranean,460.55,-0.12,18.02,113.29,0.323,0.204,Grassland,0
118,2576,7,Tropical,518.11,1.314,19.4,92.23,0.497,0.219,Forest,0
2,2566,11,Boreal,515.38,0.585,20.4,109.8,0.177,0.024,Grassland,1
6,2433,11,Boreal,485.04,-0.552,18.99,83.46,0.177,0.069,Forest,0
132,2044,5,Savanna,389.97,-0.484,13.57,104.6,0.173,0.521,Grassland,0
30,2402,7,Boreal,476.87,0.047,17.41,112.74,0.136,0.212,Forest,1
38,2336,7,Tropical,462.59,1.045,18.05,80.15,0.248,0.437,Urban,0
84,2340,5,Tropical,463.5,0.636,17.76,129.43,0.22,0.476,Forest,1
4,2267,1,Mediterranean,443.1,0.127,15.99,114.14,0.098,0.258,Forest,1
110,2592,7,Tropical,520.65,-0.237,19.11,91.55,0.398,0.263,Forest,0
130,2027,7,Boreal,385.08,0.084,13.87,96.03,0.217,0.276,Forest,1
157,2413,2,Mediterranean,478.07,-0.559,18.92,90.07,0.17,0.218,Grassland,0
33,2252,10,Tropical,440.57,-0.468,17.64,104.45,0.128,0.411,Forest,1
84,2640,5,Tropical,534.83,0.397,21.88,94.79,0.326,0.326,Grassland,0
197,2133,2,Tropical,412.69,-0.812,16.38,115.7,0.721,0.447,Forest,0
119,2826,8,Temperate,576.84,0.737,23.14,90.14,0.106,0.099,Grassland,0
197,2299,10,Tropical,452.11,0.158,16.83,-99.52,0.616,0.289,Forest,0
38,2753,3,Tropical,560.35,-0.825,20.35,124.54,0.102,0.329,Forest,1
1,2666,10,Mediterranean,541.23,0.73,22.15,102.69,0.329,-0.091,Grassland,0
190,2049,3,Temperate,392.81,-1.173,16.2,130.84,0.485,0.443,Grassland,0
47,2053,12,Mediterranean,392.82,-1.043,15.05,100.71,0.295,0.228,Urban,0
102,2758,7,Savanna,561.24,-0.828,20.41,97.26,0.508,-0.1,Grassland,0
15,2667,12,Temperate,539.28,-0.383,20.37,104.78,0.313,0.052,Grassland,0
171,2314,4,Tropical,454.74,-1.062,15.93,111.08,0.584,0.412,Forest,0
39,2753,4,Temperate,562.29,-0.819,20.4,123.53,0.183,0.262,Grassland,0
82,2423,7,Mediterranean,482.6,-1.025,17.75,60.01,0.302,0.08,Grassland,0
82,2656,11,Mediterranean,538.51,0.68,20.78,92.11,0.342,-0.093,Grassland,0
162,2780,3,Mediterranean,567.97,0.659,23.12,96.37,0.246,0.141,Grassland,0
10,2350,11,Savanna,464.61,0.771,17.13,94.94,0.315,-0.016,Grassland,0
34,2736,3,Boreal,556.48,1.167,22.76,116.73,0.326,0.034,Forest,0
99,2724,12,Tropical,553.58,-0.253,21.56,106.17,0.301,0.252,Forest,1
195,2149,8,Boreal,414.7,-0.199,15.37,92.88,0.372,0.168,Forest,1
186,2215,7,Mediterranean,430.38,0.556,15.52,97.92,0.449,0.177,Urban,0
155,2696,4,Tropical,546.23,0.92,21.53,143.67,0.117,0.424,Forest,1
116,2193,1,Temperate,424.49,-0.517,16.35,107.91,0.347,0.341,Forest,0
185,2348,10,Savanna,462.89,-0.645,17.0,86.09,0.338,-0.059,Forest,1
27,2735,8,Temperate,555.7,0.436,23.01,80.58,0.305,0.006,Grassland,0
72,2589,5,Mediterranean,521.01,-0.66,20.07,94.28,0.218,0.249,Grassland,0
34,2436,3,Boreal,486.14,0.927,17.61,140.71,0.315,0.243,Forest,1
143,2728,8,Savanna,554.69,-1.136,20.65,61.38,0.041,0.027,Forest,1
70,2722,7,Tropical,555.77,-0.078,21.21,88.63,0.278,0.206,Forest,1
168,2397,5,Tropical,475.69,0.058,19.81,112.33,0.16,0.475,Urban,0
172,2831,1,Temperate,578.76,1.13,23.74,90.25,0.25,0.093,Forest,0
144,2595,5,Savanna,521.0,0.293,20.78,125.75,0.131,0.314,Forest,1
113,2242,10,Boreal,437.97,-0.266,16.12,114.85,0.086,0.212,Grassland,0
71,2822,8,Mediterranean,575.29,0.001,23.12,113.06,0.194,-0.041,Grassland,0
93,2824,6,Boreal,9999.0,-0.541,22.03,87.4,0.155,0.16,Forest,0
75,2172,12,Temperate,420.75,-0.735,15.68,-122.24,0.239,0.32,Urban,0
102,2358,7,Savanna,467.97,-1.07,15.92,82.46,0.637,,Grassland,0
22,2485,3,Savanna,496.92,0.244,18.23,105.32,0.136,0.361,Grassland,0
149,2179,2,Savanna,423.63,-0.442,15.47,118.14,0.287,0.357,Forest,1
144,2012,1,Savanna,384.81,0.363,14.97,96.43,0.166,0.387,Grassland,0
163,2413,8,Tropical,479.98,-0.742,18.55,84.1,0.035,0.366,Urban,0
159,2679,12,Boreal,542.84,-0.428,21.3,120.82,0.472,-0.1,Forest,0
30,2752,7,Boreal,561.13,-0.064,21.3,100.89,0.111,0.077,Forest,1
175,2397,12,Temperate,476.15,-0.198,18.05,117.89,0.201,0.182,Urban,0
133,2744,6,Mediterranean,558.69,-0.663,20.3,110.06,0.408,-0.035,Grassland,0
149,2645,10,Savanna,533.97,0.704,20.67,88.24,0.225,-0.055,Grassland,0
28,2819,1,Savanna,575.78,-0.83,22.52,99.74,0.16,0.076,Forest,1
14,2767,11,Savanna,565.35,-0.572,21.24,94.75,0.29,-0.1,Urban,0
60,2505,1,Temperate,499.29,-0.078,19.22,102.98,0.431,0.101,Forest,0
75,2789,8,Temperate,568.85,-0.602,22.62,96.34,0.256,0.012,Forest,1
9,2534,2,Mediterranean,508.55,-0.94,17.55,120.69,0.166,0.282,Forest,1
117,2276,6,Boreal,444.61,0.968,17.31,110.06,0.232,0.259,Grassland,0
64,2622,1,Temperate,529.32,0.81,20.36,85.92,0.342,0.049,Grassland,0
61,2255,2,Savanna,441.23,0.075,17.42,117.08,0.385,0.353,Forest,1
155,2112,12,Tropical,405.33,-0.661,14.91,107.0,0.09,0.533,Forest,1
114,2376,3,Tropical,469.2,1.184,17.63,123.64,0.07,0.556,Forest,1
105,2458,10,Mediterranean,489.15,-1.262,17.59,79.97,0.308,-0.016,Grassland,0
50,2437,7,Savanna,485.03,0.168,18.45,56.66,0.15,0.11,Grassland,0
111,2375,12,Boreal,471.69,0.926,18.5,101.58,0.203,0.153,Forest,1
130,2144,3,Boreal,413.86,-0.98,15.59,133.14,0.24,0.311,Forest,0
158,2146,7,Tropical,413.39,1.231,16.11,107.63,0.334,0.537,Urban,0
50,2554,3,Savanna,511.71,-1.103,19.29,90.15,0.218,0.355,Grassland,0
46,2553,11,Temperate,513.56,-0.769,19.51,92.21,0.302,0.077,Grassland,0
60,2821,9,Temperate,576.52,1.294,22.85,106.37,0.514,-0.1,Forest,1
139,2344,12,Mediterranean,464.97,-0.511,16.78,88.11,0.465,0.026,Grassland,0
193,2782,10,Temperate,566.42,-0.294,20.75,77.62,0.307,-0.062,Urban,0
123,2426,12,Boreal,483.68,0.343,18.77,64.04,0.621,-0.049,Forest,0
0,2000,1,Savanna,379.95,-0.216,13.51,129.27,0.266,0.431,Forest,1
64,2155,5,Temperate,416.81,0.553,16.23,118.9,0.424,0.408,Forest,1
143,2045,4,Savanna,389.25,0.27,13.04,104.05,0.041,0.591,Grassland,0
149,2029,2,Savanna,388.03,-0.82,14.51,118.72,0.246,0.444,Grassland,0
106,2575,7,Boreal,520.04,0.398,19.94,79.98,0.493,-0.048,Urban,0
165,2813,10,Temperate,576.04,-0.803,21.5,64.66,0.263,-0.1,Forest,1
123,2210,4,Boreal,9999.0,0.07,16.2,91.4,0.597,0.156,Grassland,0
64,2288,9,Temperate,449.98,-0.645,16.18,83.58,0.42,0.081,Grassland,0
57,2038,2,Temperate,390.65,-0.707,13.28,131.97,0.178,0.488,Forest,1
23,2251,12,Tropical,442.3,1.201,15.54,103.9,0.153,0.482,Forest,1
61,2605,2,Savanna,524.63,-0.067,18.9,109.01,0.343,0.211,Grassland,1
115,2792,12,Mediterranean,569.29,-0.73,20.81,93.97,0.181,-0.072,Forest,0
72,2656,1,Mediterranean,537.36,0.814,21.01,86.45,0.197,0.079,Grassland,1
25,2552,2,Boreal,512.46,0.381,20.15,111.93,0.467,0.044,Forest,1
134,2211,3,Boreal,430.32,1.102,16.32,105.55,0.225,0.306,Forest,0
131,2010,12,Mediterranean,384.54,0.855,15.43,95.76,0.257,0.237,Forest,1
104,2308,9,Tropical,455.69,-1.118,15.41,91.95,0.41,0.369,Urban,0
172,2114,5,Temperate,408.54,-0.817,15.34,75.78,0.289,0.477,Grassland,0
0,2516,9,Savanna,503.27,0.964,19.77,79.34,0.26,-0.047,Grassland,0
56,2404,9,Savanna,477.61,-0.423,18.06,92.56,0.209,0.015,Grassland,0
112,2392,9,Mediterranean,474.76,-0.645,16.08,102.08,0.296,0.004,Grassland,0
144,2462,1,Savanna,489.17,0.616,19.8,104.27,0.109,0.181,Grassland,0
13,2117,10,Temperate,407.44,-0.215,13.55,66.45,0.471,0.16,Forest,0
113,2342,10,Boreal,462.33,-0.435,16.81,73.84,0.044,0.166,Forest,1
55,2054,8,Tropical,392.05,-0.395,15.34,77.44,0.431,0.427,Forest,0
137,2678,2,Temperate,543.8,-0.653,20.0,71.82,0.168,0.212,Urban,0
98,2341,7,Temperate,461.17,1.05,18.08,116.02,0.166,0.318,Forest,0
192,2049,5,Savanna,391.51,-0.824,14.51,90.25,0.46,0.479,Forest,1
108,2725,9,Boreal,554.55,0.666,21.28,48.75,0.367,-0.1,Grassland,0
123,2260,4,Boreal,443.0,0.407,16.46,116.15,0.689,0.149,Grassland,0
47,2253,12,Mediterranean,439.81,-1.023,16.05,113.42,0.275,0.139,Forest,1
87,2323,12,Tropical,457.59,-0.797,16.54,81.79,0.195,0.395,Urban,1
135,2477,12,Boreal,494.39,0.014,17.86,96.48,0.197,0.079,Forest,0
184,2182,1,Temperate,423.48,0.45,14.44,108.82,0.337,0.362,Forest,1
145,2178,10,Savanna,423.76,-0.755,15.99,71.77,0.392,0.066,Forest,0
47,2587,4,Mediterranean,521.02,0.449,20.62,129.37,0.258,0.313,Grassland,0
105,2258,10,Mediterranean,443.36,-1.255,15.9,83.08,0.329,0.006,Urban,0
33,2769,6,Tropical,564.12,-0.508,22.09,100.9,0.128,0.33,Grassland,0
96,2758,1,Mediterranean,9999.0,-0.971,20.06,103.92,0.102,0.066,Urban,0
169,2230,10,Savanna,434.32,0.499,16.29,88.19,0.401,0.041,Grassland,1
21,2435,2,Mediterranean,482.88,0.116,16.46,137.14,0.321,0.279,Grassland,1
33,2486,2,Tropical,495.75,0.778,19.0,109.77,0.078,0.431,Forest,1
132,2144,5,Savanna,415.76,-0.959,14.74,106.06,0.184,0.451,Forest,1
65,2022,2,Savanna,384.53,0.715,14.87,124.24,0.56,0.426,Grassland,0
144,2428,9,Savanna,481.25,-1.027,17.45,102.82,0.214,0.034,Urban,1
