time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct
3992,2232,9,Tropics,366.75,-0.122,0.3,3.06,1.466,199.42,85.47
7376,2514,9,Temperate,427.57,-0.778,0.0,3.55,1.781,129.5,72.81
6149,2412,6,Tropics,406.21,0.154,0.0,4.154,1.616,120.92,85.52
4908,2309,1,Coastal,383.54,-1.004,0.0,2.931,0.826,141.38,85.07
5026,2318,11,Polar,386.53,-0.732,0.0,3.502,-0.037,43.12,61.65
8260,2588,5,Tropics,442.71,-0.471,0.0,3.599,1.861,136.01,81.64
4731,2294,4,Coastal,379.85,-0.889,0.0,3.31,0.328,96.22,82.85
7548,2529,1,Inland,432.35,-0.628,0.0,3.56,0.706,85.28,62.74
8134,2577,11,Temperate,443.73,-0.312,0.0,4.153,3.678,134.94,67.02
1606,2033,11,Tropics,324.07,-1.4,0.0,2.186,0.79,235.79,83.14
4773,2297,10,Polar,380.77,-0.197,0.0,3.823,1.228,61.75,68.18
8109,2575,10,Tropics,442.6,0.645,0.0,4.937,2.297,223.19,85.0
6951,2479,4,Polar,419.09,-0.923,0.0,3.273,-2.239,44.38,62.15
6004,2400,5,Temperate,404.58,0.032,0.0,4.235,0.165,90.81,71.08
7728,2544,1,Tropics,435.01,-1.01,0.0,3.447,1.58,213.16,81.76
3541,2195,2,Temperate,357.48,-0.071,0.0,3.453,0.511,102.72,70.76
388,1932,5,Tropics,302.11,0.141,0.0,3.44,0.619,132.76,74.19
1794,2049,7,Inland,326.78,-0.742,1.0,2.69,2.295,80.29,56.04
8731,2627,8,Tropics,451.5,-0.662,0.0,3.807,2.13,174.02,79.61
4919,2309,12,Temperate,381.86,-0.035,0.0,3.487,0.735,128.19,67.16
5537,2361,6,Coastal,394.76,0.885,0.0,4.605,0.98,97.6,88.78
3872,2222,9,Polar,365.75,-0.122,0.0,3.382,1.123,40.25,57.9
8868,2639,1,Coastal,456.45,-0.55,0.0,4.152,1.744,146.62,82.02
2254,2087,11,Temperate,335.27,-0.439,0.0,2.944,1.822,131.33,64.16
3412,2184,5,Coastal,355.98,-0.818,0.0,3.038,0.144,98.29,74.74
5459,2354,12,Temperate,391.12,0.102,0.0,4.053,1.481,112.8,65.98
4955,2312,12,Inland,383.46,-0.422,0.0,3.339,1.562,92.88,57.45
7396,2516,5,Tropics,429.41,1.006,0.0,4.859,2.395,122.51,88.18
5414,2351,3,Inland,393.06,1.223,0.0,4.844,0.887,93.98,58.99
7399,2516,8,Tropics,426.72,1.059,0.0,4.71,2.398,164.34,78.35
7414,2517,11,Temperate,425.87,-0.561,0.0,3.791,0.8,116.29,69.34
9100,2658,5,Temperate,458.76,-0.776,0.0,4.228,0.775,73.53,65.18
4851,2304,4,Temperate,381.12,-0.511,0.0,3.172,-0.033,74.88,66.63
2025,2068,10,Inland,330.27,-0.997,0.0,2.589,3.043,94.62,53.91
2615,2117,12,Inland,341.31,-0.499,0.0,3.007,0.599,100.46,58.92
7388,2515,9,Polar,426.19,0.446,0.0,5.004,0.724,40.64,58.6
2926,2143,11,Coastal,348.64,-0.974,0.0,2.798,1.054,152.05,89.15
1121,1993,6,Tropics,316.29,-1.073,0.3,2.666,-0.147,150.02,84.64
2910,2142,7,Tropics,346.21,-0.019,0.0,3.37,1.321,158.77,80.08
8146,2578,11,Temperate,439.91,-1.067,0.0,3.256,1.535,108.79,67.42
7383,2515,4,Inland,428.97,0.299,0.0,4.417,0.024,66.07,55.51
3482,2190,3,Inland,357.15,0.711,0.0,4.128,-0.72,64.2,55.93
795,1966,4,Temperate,309.82,0.619,0.0,3.466,-1.397,120.9,73.28
1575,2031,4,Polar,322.41,1.397,0.0,4.575,-1.922,49.42,58.31
6176,2414,9,Tropics,407.7,-0.348,0.0,3.793,2.058,230.84,81.2
6266,2422,3,Polar,408.05,0.629,0.0,4.571,-0.817,44.35,66.43
2458,2104,11,Tropics,337.3,0.16,0.0,3.668,1.396,227.84,88.81
3312,2176,1,Inland,354.4,0.924,0.0,4.015,-0.055,116.69,57.22
1253,2004,6,Coastal,317.85,-0.984,0.0,2.601,-0.523,112.61,88.15
6834,2469,7,Temperate,419.67,-0.403,0.0,3.734,1.217,89.75,69.4
8794,2632,11,Inland,454.32,-0.299,0.0,4.271,4.651,112.27,59.63
3837,2219,10,Coastal,362.4,-0.202,0.0,3.485,1.313,154.7,91.64
4398,2266,7,Temperate,372.46,0.753,0.0,4.27,0.17,114.36,75.66
3595,2199,8,Tropics,361.11,-0.231,0.0,3.322,1.415,194.72,89.12
6621,2451,10,Polar,414.85,0.858,0.0,4.607,0.57,,59.34
8382,2598,7,Inland,443.9,-0.901,0.0,3.788,2.073,70.33,60.04
2124,2077,1,Polar,331.42,0.621,0.0,3.748,0.035,69.78,62.17
3238,2169,11,Temperate,352.88,-0.287,0.0,3.339,2.507,119.73,70.56
5403,2350,4,Coastal,391.11,0.547,0.0,4.645,1.171,95.14,92.04
5998,2399,11,Polar,402.54,-0.283,0.0,4.051,0.396,66.05,62.21
5938,2394,11,Temperate,400.42,-0.012,0.0,4.079,1.82,131.75,69.56
2045,2070,6,Coastal,331.7,0.43,0.0,3.895,-0.032,85.38,88.49
1578,2031,7,Polar,323.74,0.925,0.0,4.187,-0.958,50.29,61.34
14,1901,3,Coastal,296.07,1.062,0.0,3.797,-0.482,81.05,87.62
2673,2122,10,Coastal,343.43,-0.095,0.0,3.541,1.754,167.14,84.26
7016,2484,9,Temperate,422.03,-0.631,0.0,3.717,2.49,103.86,68.37
8720,2626,9,Inland,451.02,0.404,0.0,4.704,2.944,96.93,54.07
8849,2637,6,Tropics,454.95,0.432,0.0,5.12,2.202,131.12,84.17
4812,2301,1,Polar,381.79,0.778,0.3,4.011,-0.516,-62.45,115.27200000000002
1084,1990,5,Coastal,315.2,0.198,0.0,3.386,-0.771,94.92,77.36
4983,2315,4,Polar,384.06,0.29,0.0,4.285,-2.494,48.81,63.54
7155,2496,4,Inland,424.21,1.114,0.0,5.011,-1.559,85.3,61.66
2884,2140,5,Tropics,347.81,0.613,0.0,3.828,0.177,121.51,74.49
333,1927,10,Inland,301.95,-0.86,0.0,2.521,1.613,96.19,56.14
7204,2500,5,Temperate,424.41,0.219,0.0,3.999,1.001,119.54,66.41
4367,2263,12,Temperate,371.11,-1.213,0.0,2.571,2.362,103.14,65.53
3079,2156,8,Inland,349.39,0.811,0.0,4.082,1.151,96.93,56.79
7203,2500,4,Inland,423.1,0.219,0.0,4.548,2.123,87.99,56.19
9909,2725,10,Temperate,473.62,0.868,0.0,5.277,2.875,142.82,67.48
8864,2638,9,Temperate,455.24,-0.899,0.0,4.297,2.278,120.43,72.57
263,1921,12,Tropics,299.23,0.653,0.0,3.3,0.725,219.14,82.73
4337,2261,6,Temperate,372.68,0.711,0.0,4.402,0.427,97.78,69.39
8895,2641,4,Polar,455.79,1.078,0.0,5.347,-0.13,32.49,61.14
8447,2603,12,Inland,448.3,-0.49,0.0,3.864,2.828,105.56,62.2
5903,2391,12,Inland,400.98,0.769,0.0,4.741,1.822,102.48,60.65
1498,2024,11,Coastal,319.87,-0.12,0.3,2.914,0.889,153.57,86.5
4190,2249,3,Inland,369.05,-0.975,0.0,2.609,0.031,65.09,59.37
7485,2523,10,Tropics,431.68,-0.989,0.0,3.789,1.867,230.44,85.02
9643,2703,8,Inland,470.05,-0.791,0.0,4.115,3.98,84.63,53.33
8310,2592,7,Coastal,444.85,-0.044,0.0,4.581,1.675,107.83,81.26
7590,2532,7,Temperate,432.94,-0.006,0.0,4.563,1.621,94.33,60.17
500,1941,9,Coastal,305.44,0.962,0.0,3.893,1.199,130.46,89.73
9155,2662,12,Polar,459.47,-0.754,0.0,3.839,1.243,54.71,61.4
9414,2684,7,Inland,464.01,-0.413,0.0,4.646,2.761,83.31,55.82
3095,2157,12,Polar,351.24,-1.213,0.0,2.318,0.767,53.39,57.9
4631,2285,12,Tropics,379.15,0.72,0.0,4.098,1.358,213.61,82.56
367,1930,8,Polar,301.43,0.565,0.0,3.743,-2.228,47.37,62.17
4058,2238,3,Inland,370.29,-1.057,0.0,3.155,-0.008,74.46,57.58
8174,2581,3,Inland,443.51,0.976,0.0,5.144,1.458,73.41,64.44
4630,2285,11,Polar,379.54,0.757,0.0,4.2,0.471,67.02,65.54
6070,2405,11,Polar,404.95,0.422,0.0,4.246,0.008,68.83,64.99
2664,2122,1,Coastal,342.16,0.449,0.0,3.961,0.749,132.08,85.95
1026,1985,7,Tropics,313.52,0.583,0.0,3.716,0.808,149.25,89.15
5908,2392,5,Inland,401.16,0.482,0.0,4.539,-0.299,69.26,57.89
5050,2320,11,Coastal,387.08,0.835,0.0,4.46,4.709,156.04,84.67
6328,2427,5,Inland,409.04,0.803,0.0,4.496,-1.166,77.86,55.24
9733,2711,2,Temperate,470.12,0.676,0.0,5.302,1.857,133.14,70.85
1691,2040,12,Coastal,324.81,0.97,0.0,3.897,1.325,154.6,84.91
673,1956,2,Coastal,303.04,1.254,0.0,4.202,4.01,125.63,89.31
5572,2364,5,Tropics,397.97,-0.975,0.0,3.616,1.184,152.91,75.95
5766,2380,7,Polar,400.77,0.996,0.0,4.862,0.22,53.24,59.33
5156,2329,9,Coastal,386.86,-0.381,0.0,3.451,1.332,143.04,88.48
733,1961,2,Temperate,311.03,0.75,0.0,3.522,0.551,112.73,67.18
3526,2193,11,Coastal,355.89,-0.834,0.0,2.892,1.464,172.12,87.95
568,1947,5,Coastal,307.19,0.349,0.0,3.422,3.741,87.6,82.53
9187,2665,8,Tropics,460.5,0.293,0.0,4.916,6.859999999999999,178.64,80.22
2922,2143,7,Inland,348.21,-1.21,0.0,2.276,0.866,70.4,53.25
7911,2559,4,Polar,437.57,-1.168,0.0,3.347,-1.819,45.25,60.96
1558,2029,11,Tropics,324.04,0.032,0.3,3.122,0.85,238.19,84.42
101,1908,6,Tropics,295.82,-0.958,0.0,2.061,-0.053,155.18,84.82
3007,2150,8,Temperate,349.62,0.379,0.0,3.726,1.462,102.9,71.21
7201,2500,2,Tropics,423.99,-0.208,0.0,4.261,1.355,190.51,86.18
303,1925,4,Inland,301.04,0.047,0.0,3.142,-0.597,79.73,60.35
76,1906,5,Tropics,294.24,1.071,0.0,3.625,0.173,133.26,78.2
6754,2462,11,Polar,415.99,-0.463,0.0,3.829,2.161,39.18,58.18
8629,2619,2,Polar,450.96,-0.996,0.0,3.637,0.264,63.27,59.89
1208,2000,9,Temperate,316.55,0.707,0.0,3.95,1.611,126.81,65.75
7742,2545,3,Inland,435.36,0.642,0.0,4.651,1.149,91.31,64.39
8214,2584,7,Inland,442.11,-0.684,0.0,4.08,-0.121,70.63,58.03
8944,2645,5,Tropics,455.1,0.081,0.0,4.714,1.924,138.15,79.97
8413,2601,2,Inland,447.7,1.06,0.0,5.362,1.965,81.55,60.53
1775,2047,12,Coastal,326.44,-0.197,0.0,2.938,1.249,146.53,84.02
3473,2189,6,Tropics,356.41,-0.998,0.0,2.657,0.762,149.91,81.53
483,1940,4,Inland,305.12,0.11,0.0,3.199,-2.601,82.54,63.94
2189,2082,6,Inland,334.13,-0.026,0.0,3.178,1.673,79.08,59.37
346,1928,11,Polar,301.76,-1.195,0.0,2.256,-0.151,64.93,62.53
5481,2356,10,Polar,394.88,1.302,0.0,4.531,1.315,70.33,59.7
8361,2596,10,Coastal,448.34,0.6,0.0,4.944,1.921,153.74,89.55
1472,2022,9,Polar,321.86,0.007,0.0,3.466,-0.554,42.82,63.23
5100,2325,1,Polar,387.17,0.034,0.0,3.955,-0.351,58.43,64.13
6765,2463,10,Coastal,418.06,-1.104,0.0,3.128,1.564,165.04,88.34
8706,2625,7,Temperate,451.37,0.425,0.0,4.919,2.755,104.5,68.84
4929,2310,10,Tropics,383.67,1.165,0.0,5.001,2.212,215.23,85.08
6329,2427,6,Temperate,410.21,0.133,0.0,4.069,0.545,90.36,65.31
2609,2117,6,Tropics,341.47,0.162,0.6,3.654,0.229,145.44,80.44
3,1900,4,Inland,294.38,0.442,0.0,3.338,-0.063,76.84,57.77
2213,2084,6,Tropics,337.2,-0.659,0.0,2.689,1.016,137.36,76.73
4827,2302,4,Polar,379.93,0.121,0.0,3.372,-1.106,39.9,60.32
856,1971,5,Polar,308.18,1.022,0.0,4.04,-1.243,30.94,57.61
6977,2481,6,Polar,419.2,0.752,0.0,4.684,-0.87,54.21,67.3
5885,2390,6,Coastal,402.46,0.705,0.0,4.571,0.449,93.46,88.15
624,1952,1,Temperate,305.35,0.936,0.0,3.483,-0.014,122.02,72.82
290,1924,3,Polar,296.79,-1.021,0.0,2.007,-2.671,42.8,61.33
2018,2068,3,Coastal,333.57,-0.446,0.0,2.945,-0.333,124.85,85.28
668,1955,9,Temperate,306.53,1.226,0.0,3.91,0.722,119.97,67.76
8921,2643,6,Inland,456.4,-1.086,0.0,3.541,-0.217,67.57,57.38
8264,2588,9,Polar,444.84,-1.069,0.0,3.494,-0.126,56.06,62.61
9696,2708,1,Tropics,469.65,-0.315,0.0,4.657,2.199,208.6,81.22
1631,2035,12,Temperate,327.25,0.832,0.0,4.029,0.654,131.31,72.43
5170,2330,11,Coastal,387.16,0.552,0.0,4.159,2.236,160.5,85.92
7205,2500,6,Coastal,424.01,0.819,0.0,4.797,1.357,106.94,86.86
2522,2110,3,Coastal,341.59,0.112,0.0,3.666,-0.288,124.66,88.27
2215,2084,8,Inland,335.44,-0.768,0.0,2.854,3.785,95.29,58.45
6968,2480,9,Temperate,419.56,0.902,0.0,4.901,2.172,134.83,65.09
6496,2441,5,Temperate,410.4,1.249,0.0,4.739,0.343,84.09,66.49
6213,2417,10,Coastal,408.06,0.012,0.0,4.077,2.343,144.32,84.22
7032,2486,1,Polar,423.28,0.985,0.0,4.97,0.525,52.25,63.39
7420,2518,5,Inland,427.95,-0.815,0.0,4.103,0.32,75.98,62.08
1107,1992,4,Inland,314.4,0.513,0.0,3.814,-0.52,60.85,64.96
450,1937,7,Polar,302.97,0.321,0.0,3.432,-0.411,40.85,65.96
6289,2424,2,Temperate,407.39,-1.139,0.0,3.442,0.998,113.06,68.82
9966,2730,7,Temperate,472.65,0.737,0.0,5.405,3.006,85.36,64.13
135,1911,4,Polar,296.09,0.644,0.0,3.409,-2.61,57.5,68.32
1785,2048,10,Temperate,324.85,-0.894,0.0,2.613,1.017,129.44,72.91
3404,2183,9,Tropics,355.73,-0.898,0.0,3.2,1.687,206.39,87.4
2906,2142,3,Polar,347.48,0.106,0.6,3.711,-2.996,57.99,67.37
8304,2592,1,Polar,446.04,0.698,0.0,5.224,0.858,43.85,61.34
7492,2524,5,Polar,427.53,-0.745,0.0,3.762,-1.932,44.83,66.81
6100,2408,5,Tropics,404.0,-1.064,0.0,3.014,1.08,145.16,82.9
4504,2275,5,Coastal,372.28,0.339,0.0,4.161,0.363,85.62,89.41
5053,2321,2,Temperate,385.7,0.423,0.0,4.562,1.016,113.82,68.64
5205,2333,10,Tropics,387.5,-0.612,0.0,3.322,2.349,228.49,92.82
4080,2240,1,Tropics,367.59,0.054,0.0,3.666,1.558,210.34,85.42
6918,2476,7,Tropics,420.28,0.713,0.0,4.825,1.964,131.84,78.01
6802,2466,11,Coastal,418.83,0.99,0.0,5.138,2.148,146.28,86.6
5206,2333,11,Coastal,390.53,-0.941,0.0,2.63,0.798,173.43,89.98
532,1944,5,Temperate,304.19,-0.895,0.3,1.982,-2.493,87.85,72.46
4830,2302,7,Coastal,379.5,0.095,0.0,4.033,1.146,121.97,88.97
4038,2236,7,Temperate,365.69,0.864,0.0,4.535,1.624,99.69,64.74
4084,2240,5,Coastal,369.29,-0.151,0.0,3.74,-0.214,115.84,85.29
3204,2167,1,Temperate,354.98,0.82,0.0,4.203,0.301,114.98,73.06
7110,2492,7,Tropics,424.24,0.15,0.0,4.341,1.786,140.49,78.59
330,1927,7,Polar,301.98,-0.047,0.0,2.675,-1.202,53.03,63.87
4957,2313,2,Temperate,382.9,-0.808,0.0,3.439,0.522,111.11,72.3
3033,2152,10,Coastal,347.82,0.112,0.0,3.888,0.967,160.81,86.09
7684,2540,5,Inland,430.74,0.57,0.0,4.799,0.707,76.14,63.41
1597,2033,2,Polar,325.09,-0.254,0.0,2.973,-2.93,32.26,66.43
9919,2726,8,Inland,473.47,0.966,0.0,5.11,2.958,90.57,51.87
3597,2199,10,Tropics,361.04,-0.167,0.0,3.093,1.565,216.75,85.32
9038,2653,3,Temperate,458.28,-0.511,0.0,3.404,-0.283,104.96,76.14
8001,2566,10,Inland,437.94,0.714,0.0,4.846,2.584,99.99,49.51
590,1949,3,Tropics,305.73,-0.539,0.0,2.566,0.328,176.15,84.7
647,1953,12,Inland,307.05,-1.281,0.0,2.483,0.586,106.1,59.2
9102,2658,7,Temperate,459.7,-1.015,0.0,3.578,6.045,87.62,63.5
8015,2567,12,Inland,439.86,-0.769,0.0,3.274,3.264,119.4,56.26
3771,2214,4,Temperate,363.73,-0.883,0.0,3.192,0.16,101.63,66.35
9039,2653,4,Polar,457.19,-0.861,0.0,3.856,-3.189,38.25,63.82
5082,2323,7,Temperate,387.56,-1.114,0.0,3.363,1.476,106.17,67.77
7882,2556,11,Temperate,437.37,1.053,0.0,5.157,2.515,132.61,67.21
9362,2680,3,Polar,464.81,0.065,0.0,4.606,0.729,49.32,59.84
4210,2250,11,Tropics,370.85,0.945,0.0,4.39,1.894,209.87,88.54
8834,2636,3,Coastal,453.79,0.865,0.0,5.298,1.23,109.61,83.14
8699,2624,12,Inland,451.78,-0.008,0.0,4.763,2.327,84.05,58.93
1795,2049,8,Inland,326.92,-0.453,0.0,3.125,0.945,60.53,55.85
2586,2115,7,Polar,340.2,0.582,0.0,3.881,-1.145,45.63,64.89
8355,2596,4,Polar,448.22,0.919,0.0,5.474,-1.459,37.78,63.31
2316,2093,1,Inland,336.09,-0.66,0.0,2.589,0.507,-110.19,106.128
4185,2248,10,Tropics,371.36,-0.611,0.0,3.005,1.46,250.03,85.55
8827,2635,8,Temperate,454.78,0.551,0.0,4.881,4.59,104.12,69.19
7072,2489,5,Tropics,423.23,-0.907,0.0,3.506,1.11,138.25,81.25
5234,2336,3,Inland,392.15,0.954,0.0,4.849,0.519,79.63,
8743,2628,8,Polar,453.42,-1.266,0.0,3.545,0.982,60.61,65.24
8670,2622,7,Polar,449.42,-0.145,0.0,4.008,0.932,64.47,61.28
4768,2297,5,Polar,,0.227,0.0,3.737,-0.811,36.27,66.97
9972,2731,1,Inland,475.07,0.848,0.0,5.342,2.126,119.02,61.27
7144,2495,5,Temperate,423.12,0.919,0.0,5.309,1.032,86.08,66.55
2913,2142,10,Inland,346.3,-0.282,0.0,3.163,1.736,98.43,57.62
9871,2722,8,Coastal,473.18,-0.014,0.0,4.655,2.72,116.39,78.77
9893,2724,6,Temperate,472.45,-1.204,0.0,4.126,4.57,101.6,69.07
2075,2072,12,Coastal,333.53,-0.167,0.0,2.982,-0.132,150.23,86.46
4302,2258,7,Inland,372.68,-0.821,0.0,2.918,2.809,81.33,58.55
5822,2385,3,Inland,399.01,0.387,0.0,4.295,0.107,85.05,59.14
2149,2079,2,Coastal,332.93,-0.924,0.0,2.638,-0.102,161.52,84.19
144,1912,1,Coastal,297.92,0.891,0.0,3.645,0.234,136.01,84.6
4963,2313,8,Polar,384.02,-0.75,0.0,3.28,0.605,82.93,60.49
8159,2579,12,Tropics,443.65,0.039,0.0,4.213,2.8,216.69,81.56
9030,2652,7,Temperate,458.08,-0.394,0.0,4.228,2.532,102.43,65.07
4775,2297,12,Coastal,380.32,-0.762,0.0,3.001,1.008,172.25,87.42
8933,2644,6,Temperate,455.89,-0.649,0.0,4.154,0.616,80.64,71.32
7749,2545,10,Coastal,432.67,0.614,0.0,4.751,2.229,130.97,91.72
9828,2719,1,Tropics,469.98,-1.314,0.0,3.652,1.922,219.38,84.8
9214,2667,11,Coastal,462.17,-0.539,0.0,4.411,2.904,188.03,84.8
6060,2405,1,Polar,404.83,-0.116,0.0,3.897,0.723,71.7,60.54
9475,2689,8,Temperate,466.36,-0.175,0.0,4.725,2.372,96.98,67.55
6409,2434,2,Polar,409.46,-0.569,0.0,3.443,-2.603,61.24,66.06
3317,2176,6,Inland,354.51,1.039,0.3,4.438,-0.101,83.26,65.78
7464,2522,1,Polar,429.1,0.555,0.0,4.94,0.598,48.53,66.11
3061,2155,2,Temperate,350.55,0.274,0.0,3.357,-2.509,102.82,67.56
1355,2012,12,Coastal,319.53,-0.185,0.0,3.302,0.839,153.51,89.32
4514,2276,3,Coastal,376.6,0.763,0.0,4.729,0.346,105.91,82.65
5505,2358,10,Tropics,394.17,-1.141,0.0,3.309,2.034,234.99,89.36
5250,2337,7,Coastal,390.07,-0.571,0.0,3.289,0.79,122.35,81.82
4511,2275,12,Coastal,375.85,0.784,0.0,4.012,1.594,,90.58
1730,2044,3,Coastal,325.21,-0.915,0.0,2.5,-0.182,113.55,89.7
1758,2046,7,Inland,327.98,0.811,0.0,3.69,-2.005,107.61,63.86
6650,2454,3,Tropics,412.33,-0.645,0.0,3.553,1.596,162.83,80.31
6646,2453,11,Coastal,414.19,-0.742,0.0,3.331,2.457,162.33,82.01
9860,2721,9,Tropics,472.65,0.768,0.0,5.177,3.097,191.61,84.93
4139,2244,12,Temperate,368.14,-0.217,0.0,3.582,1.59,114.06,67.48
9393,2682,10,Inland,465.4,-0.492,0.0,4.523,4.199,104.78,56.64
5123,2326,12,Temperate,386.13,0.464,0.0,4.526,2.173,115.81,67.22
0,1900,1,Coastal,293.8,0.104,0.0,3.173,-0.45,140.45,89.66
1864,2055,5,Coastal,328.76,0.491,0.0,3.954,-0.428,97.86,90.03
543,1945,4,Coastal,305.59,0.236,0.0,3.103,-0.245,106.22,85.24
349,1929,2,Inland,302.33,-1.011,0.0,1.867,0.008,79.51,57.15
6906,2475,7,Tropics,418.02,0.567,0.0,4.592,1.94,139.3,77.04
9765,2713,10,Tropics,469.88,-0.888,0.0,4.006,2.727,228.28,83.0
2523,2110,4,Inland,340.18,-0.073,0.0,3.145,-1.388,59.32,61.6
3464,2188,9,Temperate,357.87,-1.22,0.0,2.886,1.675,122.45,72.62
457,1938,2,Polar,304.43,-0.486,0.0,2.481,-1.754,48.27,67.82
3023,2151,12,Coastal,350.15,0.523,0.0,3.81,0.894,145.52,90.01
7261,2505,2,Inland,427.7,-0.028,0.0,4.269,1.874,82.59,52.79
9515,2692,12,Temperate,464.99,-0.552,0.0,4.361,1.885,110.33,69.74
7872,2556,1,Polar,437.04,0.751,0.0,5.223,-0.479,26.05,60.67
6625,2452,2,Tropics,414.85,0.558,0.0,4.702,1.62,169.55,82.86
2534,2111,3,Tropics,339.75,0.856,0.0,4.022,1.244,152.21,80.94
131,1910,12,Inland,296.56,0.856,0.0,3.733,-0.079,120.93,60.36
3704,2208,9,Coastal,362.64,-1.222,0.0,2.563,1.203,152.01,84.56
1372,2014,5,Inland,318.97,-0.583,0.0,2.64,-1.718,76.06,59.12
6200,2416,9,Coastal,406.29,0.965,0.0,5.16,2.966,143.41,88.39
4856,2304,9,Temperate,383.77,-0.872,0.0,3.457,1.483,120.74,68.02
4712,2292,9,Temperate,379.48,-0.012,0.0,3.813,2.478,124.82,69.85
5544,2362,1,Coastal,394.48,0.633,0.0,4.152,1.311,141.94,86.18
1413,2017,10,Inland,321.01,-0.27,0.0,3.111,0.421,105.61,61.07
4113,2242,10,Tropics,370.17,-0.231,0.0,3.725,1.749,220.0,81.28
655,1954,8,Tropics,307.29,-0.187,0.0,2.81,0.896,179.85,82.88
8137,2578,2,Coastal,441.33,-0.958,0.0,3.687,1.193,124.97,90.34
4098,2241,7,Temperate,369.19,0.542,0.0,3.784,0.962,99.15,77.14
592,1949,5,Inland,306.44,-1.098,0.0,2.436,-1.634,80.25,65.37
8708,2625,9,Coastal,451.91,0.88,0.0,5.505,2.361,130.74,80.56
3123,2160,4,Temperate,350.58,0.61,0.0,4.001,-1.213,92.93,75.68
3047,2153,12,Inland,350.36,-0.646,0.0,3.136,1.463,101.43,65.4
3887,2223,12,Polar,364.02,-0.814,0.0,2.977,-0.898,65.04,64.88
5735,2377,12,Temperate,398.84,-0.237,0.0,3.687,3.03,128.6,70.4
2184,2082,1,Coastal,334.51,0.882,0.0,4.145,0.027,130.06,88.39
2145,2078,10,Inland,336.81,-1.199,0.0,2.538,1.781,89.19,55.76
7047,2487,4,Temperate,423.12,-0.157,0.0,4.143,0.301,77.68,67.61
3105,2158,10,Inland,351.1,-1.156,0.0,2.471,2.583,119.55,53.31
9233,2669,6,Temperate,461.09,-0.526,0.0,3.942,6.101,86.96,69.18
9096,2658,1,Inland,460.13,-0.833,0.0,3.718,2.444,99.04,55.82
2769,2130,10,Polar,345.95,0.592,0.0,4.024,0.195,41.7,61.53
5221,2335,2,Tropics,389.76,0.642,0.0,4.312,1.283,175.65,83.76
5833,2386,2,Polar,400.42,0.683,0.0,4.493,-0.542,54.05,67.82
1732,2044,5,Inland,327.15,-0.819,0.0,2.781,-0.935,73.68,63.73
265,1922,2,Tropics,297.08,0.326,0.0,3.251,0.433,179.37,87.95
5144,2328,9,Coastal,390.08,-1.171,0.0,2.921,1.627,157.13,84.41
8267,2588,12,Polar,442.24,-1.113,0.0,3.317,0.521,46.93,61.04
3937,2228,2,Temperate,367.1,-1.0,0.0,2.866,-0.627,111.55,74.52
761,1963,6,Polar,308.28,-0.82,0.0,2.34,-1.518,41.8,58.73
7220,2501,9,Coastal,426.96,0.856,0.0,5.141,2.914,149.84,84.95
8439,2603,4,Temperate,449.39,-0.781,0.0,3.842,0.623,80.88,67.82
3257,2171,6,Polar,354.68,1.144,0.0,4.332,-1.659,47.5,65.63
4338,2261,7,Polar,373.66,0.709,0.0,4.485,-0.375,38.85,63.47
4362,2263,7,Polar,374.25,-1.045,0.0,2.598,-0.788,58.9,62.68
316,1926,5,Polar,300.75,1.103,0.0,3.934,1.62,42.97,69.18
8069,2572,6,Coastal,439.9,0.015,0.0,4.602,1.513,94.98,86.27
1851,2054,4,Tropics,326.7,-1.177,0.0,2.411,0.963,146.12,80.07
2484,2107,1,Polar,339.61,0.633,0.0,3.761,-1.821,56.84,65.5
9873,2722,10,Temperate,474.84,-0.539,0.0,3.655,2.58,125.15,69.98
9574,2697,11,Coastal,467.73,-0.621,0.0,4.403,2.741,140.96,89.72
1078,1989,11,Polar,313.94,0.329,0.0,3.806,-0.293,65.66,59.66
8358,2596,7,Coastal,445.7,0.82,0.0,5.002,2.535,127.42,87.66
7333,2511,2,Coastal,427.19,0.908,0.0,5.039,1.965,118.46,89.25
1071,1989,4,Polar,313.25,-0.6,0.0,2.519,-2.061,23.91,66.45
103,1908,8,Temperate,296.39,-1.064,0.0,2.142,-0.012,110.91,71.82
5748,2379,1,Inland,398.1,-1.235,0.0,3.286,1.282,86.11,57.3
1418,2018,3,Coastal,319.1,-1.1,0.0,2.242,-0.24,132.14,87.38
1658,2038,3,Tropics,326.19,-0.549,0.0,2.883,0.495,161.12,84.47
5284,2340,5,Temperate,391.14,0.412,0.0,4.273,1.363,87.2,62.28
1149,1995,10,Coastal,316.91,0.983,0.0,4.384,1.018,145.26,90.42
7150,2495,11,Polar,421.92,0.809,0.0,4.717,0.466,51.39,66.69
1568,2030,9,Coastal,320.79,0.643,0.0,3.921,1.474,144.97,90.36
1087,1990,8,Polar,316.17,0.4,0.0,3.327,0.312,48.25,62.21
6085,2407,2,Temperate,404.35,0.537,0.0,4.138,0.907,116.02,72.75
8674,2622,11,Coastal,452.31,-0.468,0.0,4.189,2.414,170.87,83.92
8341,2595,2,Temperate,443.34,-0.004,0.0,4.367,0.822,117.86,67.53
7811,2550,12,Tropics,434.95,0.943,0.0,5.137,2.44,192.02,78.84
