time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct,CO2_Reduction_Percent,Deforestation_Percent,Urban_Heat_Control_Percent,Irrigation_Efficiency_Percent,Water_Conservation_Percent,Renewable_Energy_Percent,Cloud_Seeding_Efficiency_Percent,Temperature_with_scenario,CO2_with_scenario,Rainfall_with_scenario,FloodRisk_Score,DroughtRisk_Score,HeatwaveRisk_Score,FloodRisk_Level,DroughtRisk_Level,HeatwaveRisk_Level
5794,2382,11,Inland,400.43,-0.299,0.0,3.904,2.756,102.19,60.79,96,33,61,32,25,17,50,1.4459999999999997,395.96,102.52,56.16,-36.5776,-23.532400000000003,Medium,Medium,Medium
8181,2581,10,Inland,443.44,1.134,0.0,5.543,3.872,115.9,53.27,4,39,73,24,25,9,16,4.522,443.63,116.29,64.845,-37.87820000000001,-26.486800000000002,Medium,Medium,Low
9417,2684,10,Inland,463.76,-0.72,0.0,3.834,4.811,113.2,53.42,96,79,65,87,74,36,5,3.541,459.75,113.99000000000001,65.89500000000001,-50.1806,-23.8754,Medium,Low,Medium
96,1908,1,Inland,294.36,-0.258,0.0,2.92,0.093,101.28,63.04,62,67,68,32,47,49,4,-0.46699999999999997,291.93,101.95,61.675000000000004,-37.171800000000005,-27.480200000000004,Medium,Medium,Low
6681,2456,10,Inland,416.8,0.962,0.0,4.798,5.585,107.93,57.86,68,39,71,18,12,58,66,4.935,413.79,108.32000000000001,63.46,-34.122,-25.439000000000004,Medium,High,Medium
1512,2026,1,Temperate,323.5,0.917,0.0,4.142,1.159,131.57,68.64,25,10,42,40,98,43,7,1.079,322.35,131.67000000000002,49.23500000000001,-47.0694,-16.1526,Medium,Medium,Medium
8791,2632,8,Tropics,453.53,-0.114,0.0,4.416,2.345,171.89,75.15,82,55,19,44,11,89,100,0.895,449.97999999999996,172.44,100.52,-60.17400000000001,-7.063000000000001,High,Low,High
119,1909,12,Temperate,298.95,0.376,0.0,3.394,-0.262,118.32,70.22,2,28,18,74,27,40,21,-0.122,299.12999999999994,118.6,62.300000000000004,-50.428799999999995,-7.2732,Medium,Low,High
7791,2549,4,Inland,435.12,-0.815,0.0,3.772,-1.22,64.2,55.69,13,6,33,70,73,76,33,-1.15,434.53000000000003,64.26,19.33,-33.738,-13.89,Low,High,Medium
6517,2443,2,Tropics,411.66,-0.505,0.0,3.925,2.131,187.96,90.35,75,86,55,49,81,10,67,1.1809999999999998,408.77000000000004,188.82000000000002,104.01,-65.9736,-21.2914,High,Low,Medium
33,1902,10,Tropics,295.0,-0.14,0.0,2.571,0.765,229.85,87.64,37,55,72,41,55,47,87,0.745,293.7,230.4,120.69999999999999,-77.022,-28.353,High,Low,Low
7887,2557,4,Tropics,438.06,0.609,0.0,5.032,-0.6139999999999999,117.39,75.7,85,68,72,59,55,26,40,-1.594,434.49,118.07000000000001,68.435,-47.858599999999996,-29.7564,Medium,Medium,Low
6830,2469,3,Tropics,419.22,-1.086,0.0,3.491,1.721,157.22,80.47,25,37,87,0,99,73,61,2.091,418.34000000000003,157.59,70.095,-46.4406,-33.5454,Medium,Medium,Low
5421,2351,10,Temperate,392.89,0.372,0.0,4.36,2.134,125.5,69.55,15,78,9,53,14,65,70,1.924,392.91999999999996,126.28,83.74,-47.714400000000005,-2.4456,High,Medium,High
1068,1989,1,Tropics,313.23,-0.836,0.0,2.63,0.377,216.01,88.64,60,99,16,40,55,87,99,-0.6629999999999999,311.22,217.0,127.19999999999999,-73.36519999999999,-6.7978000000000005,High,Low,High
1347,2012,4,Inland,318.62,0.522,0.0,3.551,-1.29,73.47,58.95,69,42,45,78,55,69,2,-2.2199999999999998,315.59000000000003,73.89,38.545,-38.655,-19.332,Low,Medium,Medium
4747,2295,8,Inland,379.1,0.176,0.0,3.447,1.849,89.38,63.93,11,59,76,42,68,22,18,2.3890000000000002,379.14,89.96999999999998,49.08499999999999,-34.435399999999994,-28.966600000000003,Medium,High,Low
6005,2400,6,Inland,402.0,0.339,0.0,4.294,0.31,53.88,58.61,73,45,54,65,98,16,17,-0.6099999999999999,398.8,54.330000000000005,21.065000000000005,-29.543,-21.966,Low,High,Medium
6039,2403,4,Inland,403.14,-1.086,0.0,3.277,-0.234,78.78,62.23,36,0,67,13,0,74,45,-0.2839999999999999,401.34,78.78,39.39,-26.347600000000003,-26.9704,Low,High,Low
3817,2218,2,Coastal,364.72,-0.651,0.3,3.069,-2.589,121.57,86.76,77,62,12,33,98,42,21,-4.0089999999999995,361.49,122.19,60.09499999999999,-44.8606,-7.205400000000001,Medium,Medium,High
8446,2603,11,Coastal,447.25,-0.928,0.0,3.454,2.008,167.94,87.06,67,31,68,85,36,41,71,1.3479999999999999,444.21,168.25,86.225,-66.9358,-26.3912,High,Low,Medium
5269,2339,2,Polar,389.28,-0.608,0.0,3.547,-1.824,47.49,62.52,24,31,6,14,22,9,32,-2.244,388.39,47.800000000000004,28.800000000000004,-18.0376,-3.7464000000000004,Low,High,High
6897,2474,10,Coastal,418.72,-0.147,0.0,4.086,2.3,148.78,85.2,91,42,62,75,97,27,80,1.0999999999999996,414.59000000000003,149.2,67.79999999999998,-59.32,-24.14,Medium,Low,Medium
5309,2342,6,Inland,391.05,0.237,0.0,3.947,1.549,83.0,53.08,18,33,62,11,0,57,65,1.8090000000000002,390.48,83.33,51.565,-26.475399999999997,-23.7146,Medium,High,Medium
31,1902,8,Coastal,295.19,-0.383,0.0,2.615,0.225,156.7,83.73,85,30,52,82,92,49,22,-0.9549999999999998,291.24,157.0,69.1,-63.882000000000005,-21.373,Medium,Low,Medium
5674,2372,11,Temperate,395.23,-0.345,0.0,3.35,0.804,141.59,71.21,99,92,27,99,80,36,94,-0.9059999999999999,391.20000000000005,142.51,82.85499999999999,-62.91539999999999,-11.3436,High,Low,High
4386,2265,7,Tropics,374.56,0.847,0.0,4.154,1.498,129.8,79.27,27,90,89,51,40,4,6,1.8479999999999999,374.10999999999996,130.7,84.35,-48.6708,-34.4912,High,Medium,Low
29,1902,6,Coastal,294.79,0.376,0.0,3.203,0.193,101.6,83.47,16,58,42,47,55,85,93,0.293,294.57,102.17999999999999,57.489999999999995,-39.9368,-16.624200000000002,Medium,Medium,Medium
4202,2250,3,Coastal,372.78,0.277,0.0,4.075,0.517,108.03,83.17,73,69,61,69,16,81,14,-0.33299999999999996,369.82,108.72,71.86,-46.5492,-24.599800000000002,High,Medium,Medium
7507,2525,8,Inland,429.72,0.633,0.0,4.458,3.929,80.36,55.83,42,35,96,73,33,39,55,4.0489999999999995,427.97,80.71,44.254999999999995,-37.1934,-35.970600000000005,Low,Medium,Low
735,1961,4,Temperate,308.42,0.899,0.0,3.67,-1.349,97.94,73.53,29,33,13,28,13,85,59,-1.799,307.3,98.27,56.434999999999995,-35.800599999999996,-6.2794,Medium,High,High
2067,2072,4,Coastal,332.01,-0.077,0.0,3.164,-0.231,112.52,89.3,90,37,87,10,67,41,72,-1.161,327.88,112.89,54.145,-36.331399999999995,-35.4966,Medium,Medium,Low
106,1908,11,Polar,296.34,-1.033,0.0,1.777,0.175,70.57,63.44,89,92,41,87,1,85,73,-1.1949999999999998,292.81,71.49,63.144999999999996,-39.325,-17.117,Medium,Medium,Medium
9644,2703,9,Inland,467.89,-0.763,0.0,4.099,2.851,90.4,61.71,85,41,40,15,6,32,74,1.5510000000000002,464.05,90.81000000000002,56.505,-29.622600000000006,-15.0694,Medium,High,Medium
8894,2641,3,Inland,454.66,0.881,0.0,5.342,0.434,94.99,58.53,68,83,67,25,53,72,96,-0.2560000000000001,452.09000000000003,95.82,62.21,-33.8484,-26.9536,Medium,High,Low
8020,2568,5,Polar,440.23,-0.544,0.0,4.237,-1.587,34.79,57.44,9,0,77,99,78,20,53,-0.9969999999999999,439.78000000000003,34.79,1.7949999999999982,-30.6358,-31.3982,Low,High,Low
2232,2086,1,Inland,334.72,1.311,0.0,4.586,0.172,97.38,60.93,8,71,80,94,37,85,54,0.812,335.03000000000003,98.08999999999999,62.945,-47.90219999999999,-31.5128,Medium,Medium,Low
993,1982,10,Temperate,314.85,-0.359,0.0,2.931,1.074,125.59,71.89,20,2,92,84,88,50,91,1.594,313.87,125.61,45.805,-53.8454,-35.8436,Low,Low,Low
9412,2684,5,Inland,465.35,-0.862,0.0,4.018,1.208,77.69,57.51,32,18,76,86,86,2,10,1.3279999999999998,463.93,77.87,27.135,-40.0298,-29.6032,Low,Medium,Low
7058,2488,3,Inland,422.76,-0.788,0.0,3.85,-1.471,79.93,59.18,58,25,100,29,93,70,52,-1.6310000000000002,420.11,80.18,28.990000000000002,-30.506400000000003,-40.9786,Low,High,Low
6789,2465,10,Temperate,417.09,1.296,0.0,5.091,2.188,143.71,67.15,70,9,11,86,47,4,97,0.898,413.67999999999995,143.8,65.2,-59.9808,-3.8612,Medium,Low,High
360,1930,1,Coastal,301.56,-0.284,0.0,2.512,0.627,138.88,89.57,7,75,58,27,22,43,100,1.067,301.96,139.63,87.91499999999999,-46.862199999999994,-22.559800000000003,High,Medium,Medium
304,1925,5,Polar,299.02,0.459,0.0,3.625,-0.0630000000000001,39.8,66.82,67,93,47,54,4,59,17,-0.9330000000000003,296.59999999999997,40.73,47.465,-23.392200000000003,-19.3598,Low,High,Medium
2627,2118,12,Polar,343.18,-0.705,0.0,2.797,1.413,57.15,67.09,77,28,40,57,57,68,67,0.273,339.60999999999996,57.43,25.715000000000003,-28.519799999999996,-15.8362,Low,High,Medium
8965,2647,2,Polar,455.97,0.815,0.0,5.099,-0.139,58.78,61.32,45,29,72,66,51,35,27,-0.3190000000000002,454.01000000000005,59.07,28.034999999999997,-31.0486,-28.991400000000002,Low,High,Low
4513,2276,2,Polar,376.01,1.034,0.0,4.632,-2.312,57.27,59.96,3,96,48,37,46,11,95,-1.892,376.82,58.230000000000004,48.714999999999996,-25.625799999999998,-20.335200000000004,Medium,High,Medium
5910,2392,7,Inland,400.66,0.071,0.0,4.101,2.169,72.27,57.05,93,32,65,9,66,68,7,0.959,396.33000000000004,72.58999999999999,32.69499999999999,-23.193399999999997,-25.4246,Low,High,Medium
8313,2592,10,Temperate,446.28,-0.344,0.0,4.394,2.798,137.19,71.21,100,1,93,30,22,19,42,1.7280000000000002,441.28999999999996,137.2,64.49999999999999,-46.468799999999995,-36.1632,Medium,Medium,Low
3100,2158,5,Polar,347.61,-0.601,0.0,3.082,-2.503,55.94,67.89,31,48,57,75,2,1,16,-2.553,346.54,56.419999999999995,42.21,-32.947199999999995,-24.3318,Low,High,Medium
5703,2375,4,Inland,397.0,0.08,0.0,3.929,0.305,68.65,53.02,5,73,21,97,93,98,61,0.415,397.48,69.38000000000001,37.99,-40.048,-8.151,Low,Medium,High
3898,2224,11,Coastal,366.82,0.042,0.0,3.783,1.3,154.89,91.31,33,75,31,0,78,54,19,0.95,365.92,155.64,84.72,-46.31199999999999,-11.83,High,Medium,High
5440,2353,5,Polar,396.83,-0.892,0.0,3.371,-1.728,28.6,64.06,63,0,39,3,97,0,4,-2.598,393.68,28.6,-5.100000000000001,-10.219199999999999,-17.158800000000003,Low,High,Medium
7930,2560,11,Inland,437.16,1.015,0.0,5.057,3.854,132.45,59.02,10,98,26,82,40,10,44,3.9139999999999997,437.64000000000004,133.42999999999998,88.11499999999998,-54.8634,-8.0516,High,Low,High
621,1951,10,Temperate,305.39,0.716,0.0,3.589,1.113,134.89,70.42,57,70,35,93,57,63,57,0.3229999999999999,303.23999999999995,135.58999999999997,77.39499999999998,-59.1478,-13.8062,High,Low,Medium
7235,2502,12,Tropics,424.89,-1.021,0.0,3.441,1.912,231.31,80.35,70,30,66,79,17,100,18,1.1719999999999997,421.69,231.61,121.405,-84.8142,-25.696800000000003,High,Low,Medium
2498,2108,3,Polar,342.13,-0.757,0.0,3.345,-1.243,34.65,70.9,38,0,49,10,71,56,55,-1.5130000000000001,340.23,34.65,3.1249999999999982,-13.0002,-20.507800000000003,Low,High,Medium
713,1959,6,Polar,307.84,-0.717,0.0,2.388,-2.266,26.94,65.03,47,7,70,69,47,35,49,-2.506,305.55999999999995,27.01,6.205,-22.9054,-29.5036,Low,High,Low
8403,2600,4,Temperate,446.71,0.475,0.0,5.037,1.822,112.85,75.02,63,22,42,53,23,58,0,0.982,443.78000000000003,113.07,58.535,-44.1282,-16.2108,Medium,Medium,Medium
2855,2137,12,Polar,345.26,-0.8,0.0,2.65,-0.021,65.71,62.39,46,88,65,88,94,49,37,-0.29100000000000004,343.84,66.58999999999999,40.894999999999996,-37.6934,-26.1746,Low,Medium,Medium
4269,2255,10,Tropics,370.03,0.818,0.0,4.503,1.541,214.99,,29,61,51,84,35,11,60,1.471,369.19,215.60000000000002,119.10000000000001,-80.8916,-19.517400000000002,High,Low,Medium
2908,2142,5,Tropics,347.04,-0.239,0.3,3.243,0.74,133.39,83.88,84,36,15,64,24,43,7,-0.7899999999999999,343.20000000000005,133.75,72.875,-53.241,-6.474,High,Low,High
8080,2573,5,Temperate,438.55,-0.679,0.0,4.088,0.213,79.52,65.44,59,64,68,30,77,82,15,-0.2869999999999999,436.24,80.16,43.88,-30.162799999999997,-27.372200000000003,Low,High,Low
4516,2276,5,Polar,375.27,0.862,0.0,4.666,-0.09,55.05,65.01,25,46,100,86,43,49,85,0.41000000000000003,374.47999999999996,55.51,32.955,-33.68899999999999,-39.754,Low,High,Low
1261,2005,2,Tropics,319.82,-0.152,0.0,3.235,0.384,188.76,88.34,25,85,96,71,90,27,53,0.844,319.42,189.61,102.305,-70.7454,-37.893600000000006,High,Low,Low
3160,2163,5,Tropics,352.72,-0.982,0.0,2.665,0.751,148.55,88.77,72,89,58,51,25,64,71,-0.10899999999999999,350.01,149.44,96.42,-55.0756,-23.265400000000003,High,Low,Medium
970,1980,11,Coastal,311.2,1.098,0.0,4.154,0.43,152.79,88.09,2,55,25,20,86,41,72,0.64,311.65,153.34,75.97,-49.746,-9.616,High,Low,High
3912,2226,1,Inland,365.25,1.52,0.0,5.016,0.087,97.25,62.78,11,77,19,14,49,54,15,0.056999999999999995,365.46999999999997,98.02,62.31,-32.1832,-7.5658,Medium,High,High
5198,2333,3,Polar,389.38,-0.289,0.0,3.77,-1.791,47.6,62.78,54,64,82,90,15,6,20,-2.051,387.32,48.24,40.32,-33.2924,-34.03060000000001,Low,High,Low
8846,2637,3,Tropics,452.6,0.489,0.0,5.031,2.206,144.72,78.87,87,5,84,18,97,88,78,1.306,448.3,144.77,54.485,-46.50860000000001,-32.8164,Medium,Medium,Low
259,1921,8,Temperate,300.32,1.213,0.0,4.065,0.88,132.69,74.82,26,5,26,8,30,44,43,0.62,299.07,132.74,61.870000000000005,-41.17400000000001,-10.028,Medium,Medium,High
3790,2215,11,Tropics,362.47,0.896,0.0,4.372,1.109,202.83,82.19,67,11,35,49,48,43,97,0.11899999999999994,359.23,202.94000000000003,95.17000000000002,-70.6344,-13.9286,High,Low,Medium
9202,2666,11,Inland,460.21,1.18,0.0,5.751,2.619,108.09,59.71,61,58,51,7,17,5,5,1.9090000000000003,457.73999999999995,108.67,68.335,-33.2374,-19.254600000000003,Medium,High,Medium
487,1940,8,Polar,302.69,0.991,0.0,3.562,-0.638,49.74,59.97,90,33,54,65,100,81,70,-1.8980000000000001,298.52,50.07000000000001,14.935000000000002,-28.7802,-22.7388,Low,High,Medium
7907,2558,12,Tropics,438.12,-1.01,0.0,3.524,1.916,221.16,82.74,35,73,15,24,79,15,54,1.3659999999999997,437.1,221.89,117.045,-70.82059999999998,-5.180400000000001,High,Low,High
518,1943,3,Inland,303.75,-1.021,0.0,2.215,-2.075,74.26,60.17,12,20,77,4,92,76,93,-1.5450000000000004,303.34999999999997,74.46,24.829999999999995,-23.755999999999997,-31.727,Low,High,Low
8342,2595,3,Coastal,444.16,0.011,0.0,4.264,2.033,122.65,84.79,1,23,99,48,73,13,69,3.003,444.34000000000003,122.88000000000001,53.74,-45.262800000000006,-37.7982,Medium,Medium,Low
311,1925,12,Polar,300.08,0.843,0.0,3.934,0.365,55.26,62.34,39,19,88,85,67,71,100,0.46499999999999997,298.32,55.449999999999996,20.025,-33.449,-34.921,Low,High,Low
3231,2169,4,Inland,353.42,-0.779,0.0,2.538,-1.271,66.12,62.15,70,88,57,22,33,62,97,-2.101,350.8,67.0,53.3,-25.340399999999995,-24.0606,Medium,High,Medium
7932,2561,1,Inland,435.93,0.836,0.0,5.113,1.826,112.5,62.37,80,9,15,25,10,10,71,0.376,432.02,112.58999999999999,56.995,-38.626599999999996,-5.7744,Medium,Medium,High
7457,2521,6,Inland,428.82,0.936,0.0,4.828,0.785,77.44,58.93,66,73,96,11,57,26,83,0.42499999999999993,426.25,78.17,49.585,-25.480999999999998,-38.145,Medium,High,Low
9783,2715,4,Temperate,469.91,0.336,0.0,4.728,0.923,101.0,74.95,43,68,57,67,63,43,14,0.6330000000000001,468.44000000000005,101.68,58.64000000000001,-43.650800000000004,-22.4202,Medium,Medium,Medium
5183,2331,12,Inland,389.6,0.494,0.0,4.466,2.048,111.59,60.23,18,19,16,93,12,5,35,1.848,388.89000000000004,111.78,59.190000000000005,-51.394800000000004,-5.2912,Medium,Low,High
8076,2573,1,Coastal,440.49,-0.613,0.0,3.63,1.046,138.79,85.97,50,20,88,96,74,100,86,0.926,438.19,138.98999999999998,60.69499999999999,-60.5266,-34.644400000000005,Medium,Low,Low
6501,2441,10,Tropics,412.91,1.309,0.0,5.273,2.624,222.16,83.29,45,37,48,14,37,66,14,2.204,411.03000000000003,222.53,114.96499999999999,-68.67739999999999,-17.8776,High,Low,Medium
6790,2465,11,Inland,418.04,1.218,0.0,5.393,3.27,134.16,60.57,83,20,93,95,59,27,49,2.54,414.09000000000003,134.35999999999999,61.379999999999995,-58.291999999999994,-35.676,Medium,Low,Low
7772,2547,9,Inland,433.76,-0.084,1.0,4.152,1.706,101.18,60.52,22,86,20,84,93,7,22,1.466,433.52,102.04,58.220000000000006,-46.8256,-7.1204,Medium,Medium,High
2737,2128,2,Polar,344.25,-0.756,0.0,2.817,-1.071,44.33,62.09,42,62,89,49,66,38,97,-1.021,342.77,44.949999999999996,27.874999999999993,-23.693399999999997,-36.2126,Low,High,Low
7841,2553,6,Polar,437.92,-1.236,0.0,3.418,0.873,37.62,61.78,85,89,22,16,75,99,1,-0.607,434.56,38.51,30.955,-14.9958,-9.164200000000001,Low,High,High
6261,2421,10,Polar,407.5,0.869,0.0,4.73,1.054,66.25,59.31,83,21,58,18,80,58,47,-0.026000000000000134,403.56,66.46,23.529999999999994,-23.5484,-23.215600000000002,Low,High,Medium
8205,2583,10,Tropics,441.55,-0.647,0.0,3.864,2.024,223.44,86.0,25,4,33,5,23,67,34,1.854,440.34000000000003,223.48,108.34,-67.30239999999999,-12.087600000000002,High,Low,High
1247,2003,12,Temperate,315.79,-1.037,0.0,2.098,0.911,111.89,74.74,40,14,100,39,8,83,70,1.111,313.93,112.03,58.615,-40.964600000000004,-39.3334,Medium,Medium,Low
9335,2677,12,Temperate,461.96,-0.695,0.0,3.932,2.668,121.48,67.97,92,73,88,56,30,96,39,1.7080000000000002,458.09,122.21000000000001,77.005,-47.17980000000001,-34.175200000000004,High,Medium,Low
4194,2249,7,Temperate,370.27,-0.731,0.0,2.91,0.396,97.92,68.35,25,71,10,37,70,39,70,-0.003999999999999976,369.72999999999996,98.63,56.614999999999995,-36.9906,-4.0024,Medium,Medium,High
8000,2566,9,Tropics,440.14,0.926,0.0,5.079,2.892,195.54,84.9,91,88,89,39,44,46,89,1.9619999999999997,436.46999999999997,196.42,115.80999999999999,-65.9412,-34.4228,High,Low,Low
7377,2514,10,Coastal,429.37,-0.341,0.0,4.202,2.61,153.01,86.47,88,95,61,82,96,47,47,1.46,425.92,153.95999999999998,86.27999999999999,-62.00399999999999,-23.524,High,Low,Medium
3434,2186,3,Coastal,356.95,0.622,0.0,3.981,0.514,111.57,79.95,85,53,82,100,89,53,40,-0.3659999999999999,353.22999999999996,112.1,54.14999999999999,-53.776399999999995,-33.019600000000004,Medium,Low,Low
5381,2348,6,Coastal,392.75,-1.405,0.0,2.886,0.568,108.83,85.46,91,88,81,28,85,70,69,-0.44200000000000017,389.08,109.71,64.255,-38.6898,-32.6652,Medium,Medium,Low
958,1979,11,Polar,312.38,0.337,0.0,3.497,-0.617,62.32,61.27,24,100,41,58,5,23,86,-0.6869999999999999,312.18,63.31999999999999,60.66,-30.8708,-16.8122,Medium,High,Medium
416,1934,9,Temperate,303.16,-0.636,0.0,2.352,0.047,105.43,71.43,90,67,91,49,98,4,71,-0.8430000000000001,299.33000000000004,106.10000000000001,53.550000000000004,-41.967200000000005,-36.9058,Medium,Medium,Low
5741,2378,6,Temperate,400.22,-1.402,0.0,2.904,1.421,71.23,64.5,82,52,65,44,45,31,30,0.43099999999999994,396.64,71.75,42.475,-30.1526,-25.7414,Low,High,Medium
6727,2460,8,Temperate,417.72,0.806,0.0,5.149,2.01,112.28,69.03,10,76,7,73,13,78,12,1.88,417.98,113.04,76.72000000000001,-47.76,-1.6720000000000004,High,Medium,High
4381,2265,2,Coastal,373.68,0.284,0.0,4.152,0.447,126.82,90.5,37,42,86,13,81,61,88,0.567,372.25,127.23999999999998,60.01999999999998,-40.545199999999994,-34.059799999999996,Medium,Medium,Low
5196,2333,1,Inland,385.81,-1.033,0.0,3.217,0.753,93.38,56.29,100,81,99,88,14,20,92,-0.2569999999999999,381.62,94.19,68.595,-45.9598,-39.754200000000004,Medium,Medium,Low
1112,1992,9,Temperate,314.48,-0.407,0.0,2.938,0.619,120.53,72.33,78,37,70,9,38,17,43,-0.241,310.95000000000005,120.9,63.949999999999996,-38.1664,-28.1446,Medium,Medium,Low
2688,2124,1,Polar,345.03,-0.828,0.0,2.923,-1.427,,62.15,61,22,73,37,43,10,13,-1.9170000000000003,342.2,,,,-30.350200000000005,High,High,Low
6472,2439,5,Polar,413.15,-0.765,0.0,4.125,-2.441,21.39,65.96,77,99,13,66,9,8,16,-3.851,410.28999999999996,22.38,39.09,-21.4544,-7.5106,Low,High,High
8819,2634,12,Inland,454.57,0.029,0.0,4.472,3.427,97.84,56.41,17,7,67,94,22,78,46,3.757,453.78999999999996,97.91,46.655,-46.670199999999994,-24.5458,Low,Medium,Medium
7807,2550,8,Coastal,436.45,0.905,0.0,5.05,2.037,105.78,82.33,54,60,88,54,84,100,69,1.8369999999999997,434.35,106.38,54.39,-41.9792,-34.09780000000001,Medium,Medium,Low
3410,2184,3,Coastal,357.73,-0.27,0.0,3.437,-0.256,108.06,85.92,1,55,98,91,77,50,37,0.704,358.23,108.61000000000001,55.40500000000001,-50.501400000000004,-38.7776,Medium,Low,Low
80,1906,9,Inland,298.82,0.586,0.0,3.484,1.812,90.06,53.48,80,13,1,98,15,9,38,0.22199999999999998,294.95,90.19,45.995,-46.568200000000004,-0.26680000000000004,Low,Medium,High
4613,2284,6,Coastal,377.2,-0.849,0.0,3.282,0.762,114.28,87.01,97,7,57,44,4,7,84,-0.6079999999999999,372.41999999999996,114.35,58.475,-43.348200000000006,-23.1648,Medium,Medium,Medium
1373,2014,6,Polar,318.67,-0.638,0.0,2.608,-1.738,29.8,60.03,54,49,73,87,99,75,28,-2.088,316.46000000000004,30.29,10.044999999999998,-27.322200000000002,-30.452800000000003,Low,High,Low
1509,2025,10,Temperate,322.42,0.629,0.0,3.569,2.351,117.59,75.48,36,83,19,65,88,33,7,1.821,321.45,118.42,66.50999999999999,-47.797599999999996,-6.5074000000000005,Medium,Medium,High
6442,2436,11,Tropics,412.22,0.611,0.0,4.401,2.134,224.95,89.23,11,47,91,91,21,70,58,2.824,412.14000000000004,225.42,122.60999999999999,-84.6964,-34.7056,High,Low,Low
3070,2155,11,Temperate,350.55,0.435,0.0,3.929,2.373,152.28,69.53,28,14,6,59,86,25,87,1.8730000000000002,349.29,152.42,63.209999999999994,-56.776799999999994,-1.2762000000000002,Medium,Low,High
3015,2151,4,Polar,350.35,0.852,0.0,4.053,-1.327,43.21,66.91,87,53,24,37,47,2,1,-2.827,346.53,43.739999999999995,28.369999999999997,-21.6528,-11.2962,Low,High,High
4822,2301,11,Temperate,380.33,0.38,0.0,3.958,1.998,118.6,68.48,8,98,21,19,83,60,75,2.048,380.91,119.58,72.59,-38.85479999999999,-7.171200000000001,High,Medium,High
7821,2551,10,Temperate,437.59,0.589,0.0,4.816,3.557,141.03,70.88,0,89,10,19,48,15,65,3.657,438.47999999999996,141.92,88.06,-44.91319999999999,-1.8058,High,Medium,High
92,1907,9,Polar,297.44,-0.119,0.0,2.77,0.639,-71.8,115.092,35,9,77,58,36,75,95,0.709,295.78,-71.71000000000001,-40.355000000000004,10.1966,-30.3746,Low,High,Low
9420,2685,1,Inland,464.34,0.167,0.0,4.52,2.961,101.6,59.09,50,98,70,4,7,90,74,2.661,462.82,102.58,79.28999999999999,-30.5096,-26.4034,High,High,Medium
6599,2449,12,Coastal,416.24,-0.184,0.0,4.266,1.968,166.6,89.83,52,1,40,91,70,30,74,1.3279999999999998,413.65,166.60999999999999,69.60499999999999,-67.6518,-15.2032,Medium,Low,Medium
4442,2270,3,Tropics,375.17,0.615,0.0,4.268,1.347,137.95,84.12,64,42,63,94,75,48,38,0.697,372.39000000000004,138.36999999999998,66.78499999999998,-60.03219999999999,-24.781800000000004,Medium,Low,Medium
7601,2533,6,Inland,431.32,-0.957,0.0,3.475,0.741,73.71,60.29,19,69,15,96,10,18,49,0.511,431.06,74.39999999999999,55.89999999999999,-41.3156,-5.6934000000000005,Medium,Medium,High
3834,2219,7,Inland,363.28,-0.366,0.0,3.778,0.017,89.4,61.06,54,11,28,96,78,80,40,-0.7830000000000001,360.69,89.51,32.455,-46.366200000000006,-11.6698,Low,Medium,High
9701,2708,6,Inland,468.2,-1.113,0.0,3.786,1.804,79.23,55.22,24,28,81,6,100,2,99,2.1340000000000003,467.28,79.51,28.155,-24.1994,-31.1196,Low,High,Low
4321,2260,2,Inland,370.46,-0.1,0.0,3.524,-1.066,107.6,55.39,66,45,62,14,25,53,41,-1.766,367.60999999999996,108.04999999999998,62.52499999999999,-35.92139999999999,-25.8596,Medium,High,Medium
3393,2182,10,Inland,357.35,-0.724,0.0,3.314,2.521,116.12,55.76,72,56,39,43,51,64,43,1.471,354.31,116.68,64.94,-43.0156,-14.717400000000001,Medium,Medium,Medium
4751,2295,12,Temperate,380.66,1.12,0.0,4.97,2.695,126.58,63.9,60,83,61,83,57,71,79,2.105,378.49,127.41,77.20499999999998,-53.981,-23.137,High,Low,Medium
7228,2502,5,Temperate,425.62,0.394,0.0,4.506,-0.067,90.92,66.91,90,80,24,98,65,73,53,-1.627,421.92,91.72000000000001,56.860000000000014,-47.7668,-10.576200000000002,Medium,Medium,High
